city,date,fare,ride_id
Williamsstad,2019-01-20 18:47:00,18.79,5.02316E+12
Lake Jonathanshire,2019-04-11 19:49:00,25.92,8.53381E+12
Port Samanthamouth,2019-04-25 03:29:00,9.44,4.79395E+12
South Karenland,2019-03-30 01:56:00,20.21,2.90344E+12
West Christopherberg,2019-03-10 22:42:00,7.98,5.72936E+12
Lake Scottton,2019-03-29 13:33:00,35.36,3.70631E+12
East Kaylahaven,2019-01-24 16:52:00,31.4,7.43041E+12
Raymondhaven,2019-04-04 06:46:00,41.45,2.8932E+12
Port Frank,2019-03-19 15:21:00,22.63,9.90838E+12
New Paulville,2019-04-24 02:25:00,13.32,8.56432E+12
Karenberg,2019-04-30 21:38:00,5.7,7.64452E+12
Barajasview,2019-03-24 06:34:00,12.24,7.66512E+11
North Jason,2019-02-10 06:34:00,25.36,8.59485E+12
Barajasview,2019-04-18 08:44:00,12.35,6.12226E+12
New Kimberlyborough,2019-04-03 20:23:00,33.74,6.32906E+12
West Samuelburgh,2019-01-31 17:10:00,9.67,8.85167E+12
West Heidi,2019-03-21 00:26:00,9.06,6.61875E+12
Port Frank,2019-01-16 22:42:00,11.97,8.71133E+12
West Samuelburgh,2019-04-08 12:38:00,14.52,2.48052E+12
West Gabriel,2019-05-01 04:34:00,8.67,4.25758E+11
Loganberg,2019-04-18 11:16:00,16.36,4.72884E+12
West Josephberg,2019-05-07 10:11:00,29.66,2.61962E+11
South Michelleport,2019-02-02 11:56:00,12.77,1.40738E+12
Christopherfurt,2019-04-14 03:24:00,39.91,2.53266E+11
Justinberg,2019-04-14 23:08:00,7.75,8.86006E+12
South Michelleport,2019-03-12 09:06:00,25.1,7.10908E+12
West Angela,2019-04-10 17:06:00,31.03,3.52434E+12
South Karenland,2019-02-02 14:50:00,10.54,4.51104E+12
Carriemouth,2019-05-04 10:28:00,41.54,1.10233E+12
Pattyland,2019-01-09 08:20:00,41.04,3.5255E+12
West Samuelburgh,2019-03-04 12:38:00,28.18,9.68455E+12
North Barbara,2019-02-03 23:57:00,11.54,5.81443E+12
Jerryton,2019-02-20 18:45:00,28.24,4.14722E+12
Leahton,2019-03-06 20:26:00,14.87,3.83989E+12
North Jasmine,2019-02-06 19:23:00,9.12,3.92898E+12
South Karenland,2019-01-03 06:18:00,39.16,5.4886E+12
Grahamburgh,2019-03-19 14:30:00,33.14,4.37743E+12
West Robert,2019-03-29 04:22:00,17.53,8.3367E+12
Williamsview,2019-02-18 02:31:00,18.75,4.14843E+12
Barajasview,2019-01-04 09:32:00,12.25,1.65711E+12
Williamsview,2019-01-01 14:40:00,5.42,5.67617E+12
West Ericstad,2019-02-05 15:30:00,30.89,2.46403E+12
Lake Danielberg,2019-01-05 17:44:00,28.79,9.79209E+12
Barajasview,2019-03-29 01:02:00,29.55,3.83835E+12
Liumouth,2019-03-03 05:13:00,26.6,4.27897E+12
West Patrickchester,2019-03-06 00:02:00,31.33,2.57412E+12
Lake Scottton,2019-01-13 13:34:00,24.81,3.95503E+11
Liumouth,2019-01-04 21:06:00,34.77,8.50062E+12
Williamsstad,2019-01-03 10:03:00,17.16,28294640252
Lake Danielberg,2019-02-04 17:32:00,24.49,8.59545E+11
Justinberg,2019-02-28 21:39:00,14.4,1.13186E+12
Jerryton,2019-03-07 05:24:00,15.82,8.11235E+12
New Jacobville,2019-03-12 14:47:00,28.12,3.35477E+12
Loganberg,2019-01-03 06:49:00,34.42,2.37725E+11
West Patrickchester,2019-03-02 20:29:00,25.28,8.92071E+12
South Evanton,2019-01-02 06:55:00,16.96,9.4077E+12
North Markport,2019-05-04 15:30:00,28.93,1.47166E+12
Port Angela,2019-04-02 22:13:00,25.84,8.02244E+12
Richardfort,2019-04-14 11:56:00,43.01,7.63601E+12
Rogerston,2019-01-27 19:45:00,13.4,9.76436E+12
East Kaylahaven,2019-02-11 21:07:00,4.75,9.78298E+12
Raymondhaven,2019-02-28 05:23:00,21.78,1.85383E+12
Loganberg,2019-02-20 09:42:00,41.16,4.36066E+12
South Jack,2019-02-17 09:55:00,18.08,3.66666E+12
West Ericstad,2019-05-05 00:44:00,7.76,8.379E+12
Port Frank,2019-02-21 18:44:00,19.81,2.18514E+12
Simpsonburgh,2019-01-23 20:35:00,39.95,1.10866E+12
Simpsonburgh,2019-01-08 05:59:00,13.01,9.41335E+12
South Evanton,2019-02-08 18:08:00,38.21,56240519093
Loganberg,2019-03-30 21:22:00,40.8,3.17202E+12
New Paulville,2019-03-08 15:08:00,18.35,3.73613E+12
East Kaylahaven,2019-04-30 08:22:00,37.41,1.75979E+12
West Gabriel,2019-01-31 02:31:00,6.8,1.04228E+12
South Phillip,2019-03-15 08:24:00,22.28,6.02373E+12
Richardfort,2019-01-21 23:20:00,10.91,3.56761E+12
Williamsview,2019-03-22 22:31:00,15.85,8.54953E+12
West Patrickchester,2019-02-16 02:15:00,12.15,9.17737E+12
North Jason,2019-05-07 20:05:00,24.2,3.91568E+12
Karenberg,2019-04-13 05:14:00,23.73,4.05641E+11
East Kaylahaven,2019-03-24 13:53:00,32.21,6.71006E+12
Lake Jonathanshire,2019-04-09 21:41:00,15.96,5.77276E+11
Williamsstad,2019-03-12 11:08:00,13.79,5.77164E+12
Deanville,2019-01-28 03:13:00,31.65,6.4977E+11
South Latoya,2019-02-25 23:06:00,25.87,4.91156E+12
South Karenland,2019-02-26 13:01:00,38.05,4.45164E+11
Justinberg,2019-01-27 07:35:00,28.41,3.49488E+12
South Michelleport,2019-04-21 15:29:00,36.47,3.39469E+12
Lake Jonathanshire,2019-01-16 09:27:00,26.27,3.26766E+12
Jerryton,2019-03-25 12:14:00,9.64,9.4837E+12
Grahamburgh,2019-02-23 14:58:00,41.98,3.68757E+12
South Karenland,2019-02-26 20:40:00,35.61,8.41397E+12
Johnton,2019-04-29 07:50:00,17.89,1.26625E+12
Justinberg,2019-01-24 19:32:00,38.79,1.68719E+12
Grahamburgh,2019-02-02 03:52:00,22.53,6.58308E+12
North Markport,2019-01-17 11:37:00,8.68,9.30356E+11
Port Samanthamouth,2019-01-01 21:04:00,11.71,1.84966E+12
West Angela,2019-04-11 06:59:00,29.06,7.13854E+11
Port David,2019-03-03 11:38:00,13.41,6.41354E+12
Christopherfurt,2019-02-23 08:31:00,15.61,8.29529E+12
Lake Scottton,2019-02-27 07:09:00,9.43,8.16781E+12
Valentineton,2019-01-03 05:56:00,37.4,4.18129E+12
Jerryton,2019-02-19 13:59:00,21.27,2.52355E+12
Reynoldsfurt,2019-03-21 17:25:00,11.97,9.40611E+12
Hurleymouth,2019-02-24 15:39:00,8.33,2.05179E+12
South Latoya,2019-03-13 01:15:00,16.01,2.75506E+12
North Jasmine,2019-03-21 18:31:00,39.02,7.92553E+12
Richardfort,2019-03-16 23:00:00,21.39,2.37473E+11
Roberthaven,2019-05-03 05:43:00,42.15,2.59337E+12
South Michelleport,2019-01-05 05:57:00,39.9,6.10707E+12
Port Johnbury,2019-01-15 18:45:00,40.32,2.121E+12
Loganberg,2019-01-31 15:03:00,20.36,1.81676E+12
Robertport,2019-04-30 23:36:00,14.81,1.46874E+12
South Michelleport,2019-02-27 02:00:00,10.4,6.4751E+12
New Jacobville,2019-03-03 05:28:00,41.39,3.09155E+12
Martinezhaven,2019-04-12 06:49:00,11.55,9.3063E+12
West Gabriel,2019-04-08 21:34:00,13.31,8.62991E+12
South Jack,2019-04-10 01:23:00,29.97,6.13496E+12
New Paulville,2019-01-05 08:35:00,21.57,3.71314E+12
Royland,2019-01-11 09:50:00,18.42,5.57837E+12
Roberthaven,2019-01-15 21:25:00,30.42,5.91251E+12
Justinberg,2019-03-12 16:33:00,24.41,3.08565E+12
West Angela,2019-02-21 08:28:00,40.55,1.8321E+12
North Madeline,2019-01-30 18:20:00,16.5,8.65191E+12
Port Angela,2019-02-03 06:01:00,6.42,9.46522E+12
North Jason,2019-03-30 06:31:00,12.04,6.61757E+12
West Patrickchester,2019-04-18 11:41:00,29.12,8.00982E+12
North Jason,2019-03-27 19:19:00,30.66,3.37133E+12
West Anthony,2019-02-03 18:24:00,19.66,2.90928E+12
Liumouth,2019-04-29 19:55:00,32.1,2.69675E+12
Martinezhaven,2019-04-13 19:46:00,40.2,8.8566E+12
West Josephberg,2019-01-12 12:45:00,5.77,5.09474E+12
Simpsonburgh,2019-01-05 16:36:00,39.44,2.52492E+11
New Paulville,2019-01-05 17:16:00,44.68,3.08438E+12
Christopherfurt,2019-02-04 12:11:00,41.12,8.0774E+11
Johnton,2019-03-15 21:16:00,30.27,1.60498E+12
South Jack,2019-02-06 12:17:00,7.71,6.33202E+12
Joneschester,2019-03-28 07:41:00,7.56,4.60611E+12
Lake Danielberg,2019-02-23 13:51:00,9.25,8.3041E+12
Port Frank,2019-01-18 11:45:00,19.98,4.49344E+12
Lake Jonathanshire,2019-01-21 12:12:00,37.25,2.96654E+12
Rogerston,2019-03-07 12:09:00,27.26,9.44596E+12
South Karenland,2019-01-02 21:27:00,19.57,7.2722E+12
West Gabriel,2019-01-15 18:25:00,11.71,3.84243E+12
West Gabriel,2019-01-12 16:34:00,31.98,2.98688E+12
Robertport,2019-03-17 22:50:00,14.61,8.50145E+12
West Christopherberg,2019-04-03 12:01:00,33.03,1.47876E+12
Lake Scottton,2019-04-02 21:10:00,43.2,3.92721E+12
West Christopherberg,2019-02-07 01:24:00,10.91,3.7308E+12
West Anthony,2019-04-18 08:11:00,11.2,3.22174E+12
Robertport,2019-04-16 09:48:00,36.11,5.88655E+12
Erikaland,2019-03-27 08:27:00,26.25,4.8088E+12
Williamsview,2019-01-17 04:00:00,32.29,7.45158E+12
West Robert,2019-01-30 11:32:00,43.02,7.20018E+12
Hurleymouth,2019-02-06 00:10:00,32.93,4.14023E+12
New Paulton,2019-02-21 02:37:00,27.56,3.95458E+12
Deanville,2019-01-07 19:34:00,21.5,9.422E+12
Karenside,2019-01-12 01:28:00,37.73,1.87305E+12
New Paulton,2019-03-12 13:53:00,38.26,79314274773
Port Samanthamouth,2019-04-09 20:55:00,24.99,6.74323E+12
South Phillip,2019-05-03 11:43:00,8.3,8.58023E+12
Lake Danielberg,2019-02-06 04:11:00,29.96,2.332E+12
Martinezhaven,2019-02-06 10:58:00,40.29,4.66519E+12
Pattyland,2019-04-12 11:58:00,28.65,6.92423E+12
Port Johnbury,2019-02-05 16:04:00,7.44,3.00833E+12
Richardfort,2019-03-22 04:41:00,16.35,5.93424E+12
Valentineton,2019-02-17 19:23:00,37.19,5.02045E+12
Rodneyfort,2019-04-19 09:46:00,35.79,9.9172E+12
West Christopherberg,2019-04-19 04:53:00,22.86,9.74885E+12
Valentineton,2019-03-08 07:57:00,43.59,5.85967E+12
New Jacobville,2019-02-21 08:59:00,40.05,3.01798E+12
Joneschester,2019-05-05 02:00:00,21.74,2.72918E+12
Johnton,2019-01-14 10:53:00,19.68,8.53436E+12
West Heidi,2019-01-29 08:17:00,38.68,4.81894E+12
West Christopherberg,2019-04-11 14:46:00,4.88,7.74085E+12
West Angela,2019-03-17 09:42:00,23.45,7.76633E+12
South Evanton,2019-01-09 15:10:00,40.73,6.52965E+12
West Gabriel,2019-01-23 05:22:00,40.17,9.15793E+12
Carriemouth,2019-04-05 02:03:00,38.17,8.1612E+12
West Ericstad,2019-03-18 15:28:00,23.62,6.20924E+12
North Jasmine,2019-04-22 15:53:00,6.49,1.61729E+12
Martinezhaven,2019-04-30 00:42:00,36.07,1.51773E+12
West Gabriel,2019-02-17 07:39:00,17.03,4.38581E+12
Liumouth,2019-03-06 04:42:00,37.4,6.02124E+11
Roberthaven,2019-05-02 21:36:00,21.8,3.45671E+12
West Angela,2019-02-21 12:29:00,27.68,7.91846E+11
West Robert,2019-02-01 11:37:00,30.94,2.18488E+11
Carriemouth,2019-04-27 20:41:00,8.28,4.51752E+11
North Jason,2019-01-08 23:32:00,10.74,1.77736E+12
West Angela,2019-04-13 21:50:00,28.75,3.69751E+12
Reynoldsfurt,2019-02-03 10:14:00,6.34,5.56069E+12
Lake Jonathanshire,2019-04-11 21:32:00,22.48,3.50546E+12
New Kimberlyborough,2019-02-05 11:23:00,18.02,3.97912E+12
Jerryton,2019-03-23 08:27:00,37.89,4.27522E+12
Joneschester,2019-03-04 18:00:00,41.65,9.83027E+12
Lake Jonathanshire,2019-02-16 01:49:00,17.58,3.64178E+12
Richardfort,2019-01-03 01:06:00,5.32,3.26884E+12
Deanville,2019-01-29 21:11:00,25.39,9.62339E+12
Richardfort,2019-03-29 15:16:00,37.76,4.80269E+12
Royland,2019-03-23 12:21:00,13.7,8.50573E+12
Jerryton,2019-04-20 18:57:00,29.84,8.12967E+12
Lake Jonathanshire,2019-01-17 13:15:00,28.42,6.54422E+12
Karenberg,2019-04-24 12:57:00,34.67,6.99554E+12
Joneschester,2019-02-17 10:04:00,10.52,3.38231E+12
Rogerston,2019-02-27 03:58:00,27.4,6.53537E+12
North Jason,2019-01-11 05:08:00,19.64,6.87701E+12
Reynoldsfurt,2019-04-11 23:49:00,38.35,6.51789E+12
Rogerston,2019-01-26 14:42:00,11.13,9.1174E+12
Grahamburgh,2019-03-11 08:09:00,34.53,1.66809E+12
Lake Jonathanshire,2019-01-21 09:48:00,22.36,2.5221E+12
Lake Danielberg,2019-03-05 23:23:00,44.77,9.04235E+11
Liumouth,2019-01-30 08:51:00,22.9,2.85206E+12
West Gabriel,2019-01-28 22:22:00,5.58,8.43799E+12
North Jason,2019-01-24 01:46:00,40.15,6.72007E+12
West Robert,2019-03-16 16:27:00,42.89,3.37131E+12
Huntermouth,2019-01-24 17:07:00,42.36,2.8811E+12
Karenside,2019-01-17 12:18:00,11.6,2.89616E+12
Karenberg,2019-02-19 16:11:00,12.25,3.87193E+12
Amandaburgh,2019-01-29 23:28:00,41.06,4.29686E+12
West Robert,2019-02-18 11:51:00,44.97,3.41568E+11
Pattyland,2019-01-12 20:07:00,17.85,1.71752E+12
West Robert,2019-02-19 00:53:00,40.64,5.09E+12
Lake Jonathanshire,2019-02-23 06:10:00,26.63,5.37249E+12
Raymondhaven,2019-03-31 14:58:00,7.67,3.67767E+12
New Kimberlyborough,2019-04-24 02:21:00,37.73,2.21122E+12
North Jasmine,2019-05-08 07:29:00,18.55,5.68202E+12
Reynoldsfurt,2019-02-09 17:49:00,21.02,6.19709E+12
West Anthony,2019-03-08 10:33:00,41.3,1.15469E+12
West Christopherberg,2019-01-30 08:11:00,16.85,7.33726E+12
Erikaland,2019-02-11 03:01:00,35.89,1.69228E+12
Port Samanthamouth,2019-02-02 01:57:00,39.28,2.67126E+12
New Jacobville,2019-04-30 11:44:00,5.6,3.97572E+12
Huntermouth,2019-03-27 11:50:00,22.64,9.53674E+12
Joneschester,2019-03-19 01:52:00,42.74,4.49621E+12
Port Frank,2019-01-15 07:42:00,30.93,8.72614E+12
Leahton,2019-03-03 01:24:00,43.44,4.29092E+12
Raymondhaven,2019-02-07 16:19:00,38.67,8.35296E+12
South Latoya,2019-04-22 12:29:00,27.54,3.39138E+12
West Ericstad,2019-03-04 12:31:00,43.98,6.43494E+12
Liumouth,2019-04-12 02:27:00,10.53,8.95452E+12
Port Johnbury,2019-04-25 00:15:00,10.26,2.97708E+12
Robertport,2019-04-18 06:58:00,24.48,4.26763E+12
South Michelleport,2019-04-27 11:18:00,27.89,3.55231E+11
Grahamburgh,2019-02-16 12:22:00,30.23,5.12414E+12
Liumouth,2019-04-02 16:53:00,25.56,9.54429E+12
Grahamburgh,2019-04-10 01:16:00,37.67,1.44887E+12
Rogerston,2019-02-03 21:09:00,4.41,1.71871E+12
New Paulville,2019-01-21 20:51:00,33.47,8.22124E+12
Liumouth,2019-02-28 15:20:00,30.3,2.08181E+12
Port Frank,2019-02-06 03:34:00,34.86,3.93596E+12
Loganberg,2019-02-21 18:53:00,36.21,8.54227E+12
Karenside,2019-03-21 23:26:00,26.69,7.72892E+12
West Angela,2019-04-14 12:28:00,39.95,7.95004E+12
West Josephberg,2019-01-31 13:24:00,38.28,4.1956E+12
West Samuelburgh,2019-02-22 18:15:00,7.13,2.71785E+12
Lake Danielberg,2019-02-06 19:59:00,30.31,3.3967E+12
Johnton,2019-01-31 11:17:00,23.36,3.67134E+12
West Ericstad,2019-01-21 12:14:00,8.07,7.50604E+12
Lake Scottton,2019-04-18 23:06:00,4.36,5.84381E+12
North Jasmine,2019-04-17 10:37:00,11.76,4.45094E+12
North Jason,2019-04-15 17:35:00,42.29,5.00803E+12
North Jason,2019-03-04 10:14:00,38.49,3.33803E+12
Lake Danielberg,2019-02-17 05:30:00,11.7,4.87433E+12
Christopherfurt,2019-04-04 01:11:00,24.47,5.71641E+11
Port Johnbury,2019-01-04 02:56:00,32.75,1.73729E+12
Port Angela,2019-05-04 09:50:00,21.62,6.30251E+12
Port Frank,2019-04-28 09:03:00,15,7.32119E+12
North Barbara,2019-01-08 05:21:00,25.84,3.50517E+12
North Jason,2019-04-14 19:46:00,8.05,7.83372E+12
Barajasview,2019-01-12 23:20:00,21.64,3.01003E+12
North Jasmine,2019-01-13 16:18:00,16.92,5.89668E+12
South Karenland,2019-04-25 05:20:00,36.71,7.08537E+12
West Gabriel,2019-02-20 09:30:00,28.13,7.46721E+12
Carriemouth,2019-03-25 21:25:00,26.4,4.29352E+12
Huntermouth,2019-03-17 15:43:00,30.31,6.90976E+12
Valentineton,2019-01-12 05:52:00,42.31,5.90146E+12
East Kaylahaven,2019-01-29 06:40:00,26.79,5.03819E+12
Lake Danielberg,2019-04-12 05:18:00,41.45,5.3387E+12
West Robert,2019-01-15 08:14:00,33.91,2.16116E+12
Williamsstad,2019-04-04 06:55:00,31.52,7.78427E+11
Port David,2019-04-22 23:30:00,30.03,7.35559E+12
Karenside,2019-03-03 18:15:00,19.19,1.72349E+12
Valentineton,2019-03-16 23:59:00,5.23,7.40781E+12
New Kimberlyborough,2019-04-03 03:36:00,43.07,5.60378E+12
New Jacobville,2019-04-20 05:31:00,13.35,9.25917E+12
Joneschester,2019-04-13 18:44:00,27.36,7.53038E+12
Joneschester,2019-04-20 09:40:00,30.12,8.9725E+12
Jerryton,2019-03-24 12:17:00,31.47,5.42425E+12
Grahamburgh,2019-01-03 15:37:00,17.61,7.87723E+12
Royland,2019-01-18 00:03:00,32.11,4.54884E+12
West Robert,2019-03-10 20:00:00,6.74,6.67518E+12
Karenside,2019-02-19 20:56:00,17.41,1.21725E+12
Williamsview,2019-04-18 02:07:00,39.79,8.74553E+12
Simpsonburgh,2019-03-03 08:45:00,7.63,4.17678E+12
West Angela,2019-05-07 01:03:00,12.35,2.05051E+12
West Heidi,2019-01-15 11:49:00,21.44,83498621902
Leahton,2019-03-13 09:17:00,36.79,6.21413E+12
Reynoldsfurt,2019-02-14 11:25:00,39.4,9.07069E+12
Christopherfurt,2019-03-13 01:47:00,32.05,2.78882E+12
Raymondhaven,2019-03-20 02:20:00,38.53,8.65826E+12
Port Johnbury,2019-03-26 07:22:00,7.63,8.08928E+12
West Gabriel,2019-05-05 01:24:00,27.57,4.42877E+12
Barronchester,2019-01-27 03:08:00,27.79,6.65362E+12
East Kentstad,2019-04-07 19:44:00,18.75,6.57596E+12
Lake Omar,2019-01-17 21:33:00,21.71,9.66912E+11
Myersshire,2019-02-27 17:38:00,17.1,5.70677E+12
West Hannah,2019-04-19 01:06:00,37.78,2.27305E+12
East Marymouth,2019-03-29 08:36:00,37.6,6.37086E+12
New Raymond,2019-02-25 21:40:00,20.44,5.98451E+12
Lake Robertside,2019-01-11 20:17:00,46.51,6.57433E+12
Josephside,2019-03-30 09:45:00,44.74,5.59269E+12
Brandonfort,2019-01-14 12:35:00,28.02,8.10026E+12
Josephside,2019-02-07 06:56:00,31.94,3.18569E+12
New Raymond,2019-03-21 01:45:00,22.12,6.03176E+12
Lewisland,2019-02-14 17:38:00,42.31,5.80386E+11
East Kentstad,2019-01-22 20:43:00,35.01,8.75087E+12
Myersshire,2019-04-29 06:08:00,17.99,1.1271E+12
Myersshire,2019-01-10 06:32:00,45.81,7.01426E+12
Lewisland,2019-01-30 15:08:00,32.4,5.09921E+12
West Hannah,2019-03-22 20:18:00,25.86,7.62491E+12
North Richardhaven,2019-02-18 10:21:00,41.54,4.26738E+12
New Olivia,2019-03-29 02:52:00,44.12,7.72447E+12
New Shannonberg,2019-03-19 08:13:00,25.46,3.74753E+11
Barronchester,2019-05-05 04:03:00,30.38,2.28152E+12
Nicolechester,2019-02-09 12:26:00,40.83,85473064902
New Raymond,2019-03-18 12:07:00,36.26,3.15141E+12
New Raymond,2019-05-03 12:23:00,48.56,9.49503E+12
Victoriaport,2019-04-21 15:21:00,12.13,3.31312E+12
South Teresa,2019-01-29 12:51:00,38.47,5.74618E+12
North Richardhaven,2019-04-07 00:32:00,36.32,5.01429E+12
East Aaronbury,2019-03-19 10:43:00,20.04,4.11747E+12
South Teresa,2019-02-23 04:35:00,46.02,4.62313E+12
Bethanyland,2019-04-01 22:04:00,38.71,8.22108E+12
Lake Scott,2019-01-10 11:08:00,37.96,8.13067E+12
East Marymouth,2019-01-16 15:44:00,46.2,1.18197E+12
North Jeffrey,2019-02-04 22:35:00,29.87,7.90957E+12
Rodriguezview,2019-03-27 19:44:00,49.65,8.74896E+12
Bethanyland,2019-03-15 19:42:00,37.09,6.24319E+12
East Kentstad,2019-05-01 17:35:00,39.29,1.98661E+12
Myersshire,2019-01-06 11:43:00,22.8,4.99304E+11
Lake Robertside,2019-03-05 11:48:00,29.12,4.05849E+12
Sotoville,2019-03-29 22:38:00,34.97,7.31396E+12
South Brenda,2019-04-28 04:21:00,27.86,5.85721E+12
Port Shane,2019-04-09 15:34:00,27.66,4.02234E+12
Lake Omar,2019-03-26 05:52:00,48.26,5.01409E+12
Lake Robertside,2019-04-30 20:45:00,22.26,2.02043E+11
Lake Robertside,2019-03-18 08:04:00,44.21,9.83985E+12
South Brenda,2019-04-21 03:08:00,17.8,3.50092E+12
North Timothy,2019-04-06 10:06:00,38.39,4.78127E+12
Nicolechester,2019-04-10 04:41:00,38.08,8.12209E+12
Port Shane,2019-04-23 16:05:00,42.26,8.34198E+12
New Shannonberg,2019-04-20 02:52:00,30.82,6.82964E+12
Veronicaberg,2019-01-19 23:24:00,19.28,2.35108E+12
West Hannah,2019-01-09 03:44:00,14.41,1.04491E+12
Port Shane,2019-03-02 12:06:00,14.95,2.8032E+12
Nicolechester,2019-03-08 19:51:00,16.35,1.0458E+12
Victoriaport,2019-04-22 12:38:00,16.31,6.06917E+12
New Raymond,2019-01-05 17:58:00,22.5,7.83289E+12
New Shannonberg,2019-02-01 04:31:00,34.09,8.58872E+12
East Marymouth,2019-04-27 05:31:00,36.11,8.30746E+12
Williamsonville,2019-01-09 23:59:00,48.73,6.50771E+12
East Kentstad,2019-04-19 21:05:00,22.42,1.13656E+12
Victoriaport,2019-02-02 19:14:00,25.68,8.99739E+12
New Raymond,2019-01-02 15:38:00,45.32,8.88111E+12
Victoriaport,2019-04-02 17:12:00,12.19,6.9883E+12
Barronchester,2019-04-25 19:11:00,36.13,2.66018E+12
Brandonfort,2019-04-08 20:02:00,35.64,6.10953E+12
Lewishaven,2019-04-19 01:08:00,21.92,7.10899E+12
Brandonfort,2019-03-22 16:17:00,38.66,4.74854E+12
Port Shane,2019-03-26 04:33:00,19.03,6.0104E+12
East Marymouth,2019-03-21 11:01:00,17.43,1.62134E+12
New Shannonberg,2019-01-15 12:26:00,35.34,7.44588E+12
New Shannonberg,2019-05-05 05:25:00,16.77,8.38978E+12
Lake Ann,2019-02-14 17:13:00,42.13,6.1924E+12
Victoriaport,2019-03-14 03:47:00,16.5,7.10691E+12
North Richardhaven,2019-01-22 14:55:00,18.45,2.62773E+12
Rodriguezview,2019-04-20 00:03:00,23.58,3.28996E+12
Grayville,2019-04-06 03:38:00,18.11,6.20377E+12
Lake Robertside,2019-01-13 18:22:00,28.37,5.19968E+12
West Hannah,2019-02-01 02:36:00,33.85,8.29656E+12
New Olivia,2019-02-05 19:25:00,47.15,7.73682E+12
Grayville,2019-04-28 11:40:00,43.22,6.01891E+12
Port Shane,2019-03-15 12:09:00,31.58,2.55298E+12
Myersshire,2019-03-26 11:33:00,28.71,2.18065E+12
Lake Ann,2019-04-30 11:42:00,14.56,5.47077E+12
Colemanland,2019-04-20 02:52:00,20.83,2.98157E+12
West Kimmouth,2019-01-04 10:24:00,20.69,1.68721E+12
Lake Ann,2019-03-06 08:49:00,13.61,1.25755E+12
Lake Scott,2019-04-29 22:08:00,25.75,4.95951E+12
Mezachester,2019-03-25 12:57:00,21.89,2.29483E+12
Brandonfort,2019-05-02 03:14:00,48.63,4.44358E+12
Lake Scott,2019-03-26 08:40:00,26.24,1.98031E+12
Veronicaberg,2019-04-24 19:16:00,49.45,5.87763E+12
Lewisland,2019-01-25 20:46:00,32.38,8.33223E+12
Lake Scott,2019-05-07 12:33:00,21.72,7.62606E+12
East Marymouth,2019-04-03 12:18:00,26.93,3.38403E+12
Sotoville,2019-04-22 01:33:00,46.5,7.08815E+12
North Richardhaven,2019-03-03 06:14:00,18.17,3.25203E+12
New Shannonberg,2019-02-09 04:01:00,37.52,3.10791E+12
New Raymond,2019-05-01 05:16:00,14.2,1.53509E+12
Brandonfort,2019-01-02 01:41:00,49.95,1.29847E+12
Lake Scott,2019-01-03 17:02:00,47.97,8.02488E+12
Nicolechester,2019-05-02 19:37:00,36.59,6.82145E+12
East Marymouth,2019-05-01 20:10:00,13.17,9.05267E+12
Myersshire,2019-01-25 05:27:00,35.65,3.45946E+12
Nicolechester,2019-03-04 03:06:00,27.67,1.79041E+12
Davidfurt,2019-01-05 13:42:00,31.48,1.95392E+12
Josephside,2019-03-12 19:25:00,29.47,1.69718E+12
Myersshire,2019-01-02 16:59:00,33.62,6.48972E+12
Sotoville,2019-01-25 06:31:00,24.13,7.37216E+12
Veronicaberg,2019-02-02 03:49:00,26.42,8.45679E+12
Josephside,2019-01-18 06:31:00,33.07,7.12966E+12
Rodriguezview,2019-02-17 14:10:00,22.76,2.75037E+12
Lewisland,2019-04-08 19:51:00,35.16,5.71557E+12
Sotoville,2019-04-23 20:31:00,34.87,99483095214
Davidfurt,2019-01-17 17:58:00,28.28,6.64786E+12
Mezachester,2019-01-22 00:59:00,40.67,1.9569E+12
Josephside,2019-03-03 19:43:00,17.39,1.28038E+12
Mezachester,2019-03-18 02:32:00,40.81,9.43115E+12
New Shannonberg,2019-02-26 12:23:00,16.39,1.10594E+12
East Marymouth,2019-03-08 04:55:00,43.79,1.70317E+12
South Brenda,2019-01-19 00:13:00,44.36,6.10819E+12
Colemanland,2019-03-05 04:33:00,13.39,8.89492E+12
New Shannonberg,2019-05-03 21:53:00,34.08,1.76783E+12
East Aaronbury,2019-03-16 11:15:00,20.59,6.15302E+12
East Aaronbury,2019-01-27 09:53:00,28.56,5.98108E+12
East Danielview,2019-02-25 03:54:00,26.33,5.13607E+11
Barronchester,2019-03-31 06:05:00,44.24,1.25289E+12
Mezachester,2019-04-26 03:30:00,30.75,3.18164E+12
South Teresa,2019-04-02 04:02:00,23.78,2.95848E+11
East Kentstad,2019-03-24 02:53:00,31.53,1.90726E+12
Brandonfort,2019-03-19 05:49:00,45.52,2.01086E+11
New Shannonberg,2019-05-07 07:08:00,20.52,8.3137E+12
Grayville,2019-02-19 19:52:00,19.52,9.23398E+12
South Teresa,2019-03-28 04:27:00,17.5,9.66511E+12
East Marymouth,2019-03-12 10:46:00,38.26,5.23767E+12
Lake Robertside,2019-04-10 03:39:00,34.14,9.36351E+12
Colemanland,2019-03-02 02:11:00,36.81,1.16924E+11
South Brenda,2019-01-10 00:17:00,47.52,3.06909E+12
Lewisland,2019-01-28 11:38:00,35.6,9.36825E+12
New Raymond,2019-01-15 12:51:00,47.01,3.56811E+12
North Richardhaven,2019-01-01 14:52:00,31.15,7.18858E+12
